#   See ftp://ftp.ncbi.nlm.nih.gov/genomes/README_assembly_summary.txt for a description of the columns in this file.
# assembly_accession	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	excluded_from_refseq	relation_to_type_material
GCF_000002495.1	PRJNA1433		AACU00000000.2	na	242507	318829	Pyricularia oryzae 70-15	strain=70-15		replaced	Chromosome	Major	Full	2005/09/30	ASM249v1		na	na	na		
GCF_000002515.1	PRJNA12377	SAMEA3138170		na	28985	28985	Kluyveromyces lactis	strain=NRRL Y-1140		suppressed	Complete Genome	Major	Full	2004/07/02	ASM251v1	Genolevures Consortium	GCA_000002515.1	different	na		
GCF_000002525.1	PRJNA12414	SAMEA3138171		na	284591	4952	Yarrowia lipolytica CLIB122			suppressed	Chromosome	Major	Full	2004/07/02	ASM252v1	Genolevures Consortium	GCA_000002525.1	different	na		
GCF_000002545.1	PRJNA12376	SAMEA3138172		na	5478	5478	[Candida] glabrata			replaced	Complete Genome	Major	Full	2004/07/14	ASM254v1	Genolevures Consortium	na	na	na		
GCF_000002545.2	PRJNA12376	SAMEA3138172		na	5478	5478	[Candida] glabrata			replaced	Chromosome	Major	Full	2008/08/12	ASM254v2	Genolevures Consortium	GCA_000002545.2	different	na		
GCF_000002715.1	PRJNA18467	SAMN02953636	AAKD00000000.3	na	344612	5057	Aspergillus clavatus NRRL 1	strain=NRRL 1		suppressed	Scaffold	Major	Full	2006/07/21	ASM271v1		na	na	na		
GCF_000002725.1	PRJNA15564			na	347515	5664	Leishmania major strain Friedlin	strain=Friedlin		replaced	Chromosome	Major	Full	2005/07/15	ASM272v1	Friedlin Consortium	GCA_000002725.1	different	na		
GCF_000002765.1	PRJNA148			na	36329	5833	Plasmodium falciparum 3D7	strain=NF54	3D7	replaced	Complete Genome	Major	Full	2007/02/07	ASM276v1		na	na	na		
GCF_000002765.2	PRJNA148			na	36329	5833	Plasmodium falciparum 3D7	strain=NF54	3D7	suppressed	Complete Genome	Major	Full	2010/05/12	ASM276v1		na	na	na		
GCF_000002765.3	PRJNA148			na	36329	5833	Plasmodium falciparum 3D7		3D7	replaced	Chromosome	Major	Full	2009/08/06	ASM276v1	Plasmodium falciparum Genome Sequencing Consortium	GCA_000002765.1	different	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/002/765/GCF_000002765.3_ASM276v1		
GCF_000002775.1	PRJNA17973		AARH00000000.1	na	3694	3694	Populus trichocarpa			replaced	Chromosome	Major	Full	2008/06/03	Poptr1_1	US DOE Joint Genome Institute (JGI	GCA_000002775.1	different	na		
GCF_000002775.2	PRJNA17973		AARH00000000.1	na	3694	3694	Populus trichocarpa			replaced	Chromosome	Major	Full	2008/06/03	Poptr1_1	US DOE Joint Genome Institute (JGI	GCA_000002775.1	different	na		
GCF_000002775.3	PRJNA17973	SAMN02953657	AARH00000000.2	na	3694	3694	Populus trichocarpa			replaced	Chromosome	Major	Full	2013/10/18	Poptr2_0	US DOE Joint Genome Institute (JGI	GCA_000002775.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/002/775/GCF_000002775.3_Poptr2_0		
GCF_000002825.1	PRJNA18631	SAMN02953626	AAHC00000000.1	na	412133	5722	Trichomonas vaginalis G3	strain=G3; ATCC PRA-98		suppressed	Scaffold	Major	Full	2005/05/25	ASM282v1		na	na	na		
GCF_000002835.1	PRJNA18295	SAMEA3138174		na	413949	5802	Eimeria tenella strain Houghton	strain=Houghton		suppressed	Chromosome	Major	Partial	2006/06/16	ASM283v1	Sanger Institute	GCA_000002835.1	different	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/002/835/GCF_000002835.1_ASM283v1	partial	
GCF_000002845.1	PRJNA19185			na	420245	5660	Leishmania braziliensis MHOM/BR/75/M2904		MHOM/BR/75/M2904	replaced	Complete Genome	Major	Full	2007/07/31	ASM284v1		na	na	na		
GCF_000002855.1	PRJNA19263	SAMEA3283178		na	425011	5061	Aspergillus niger CBS 513.88			replaced	Scaffold	Major	Full	2007/04/11	ASM285v1	DSM, The Netherlands	GCA_000002855.1	different	na		
GCF_000002855.2	PRJNA19263	SAMEA3283178		na	425011	5061	Aspergillus niger CBS 513.88			suppressed	Scaffold	Major	Full	2007/04/11	ASM285v1	DSM, The Netherlands	GCA_000002855.1	different	na		
GCF_000002865.2	PRJNA28133	SAMN02953695	ABFJ00000000.1	na	431895	81824	Monosiga brevicollis MX1	strain=MX1		replaced	Scaffold	Major	Full	2007/12/20	V1.0	DOE Joint Genome Institute	GCA_000002865.1	identical	na		
GCF_000002875.1	PRJNA19187			na	435258	5671	Leishmania infantum JPCM5	strain=JPCM5 (MCAN/ES/98/LLM-877)		replaced	Chromosome	Major	Full	2007/03/24	ASM287v1		na	na	na		
GCF_000002985.1	PRJNA158			na	6239	6239	Caenorhabditis elegans			replaced	Complete Genome	Major	Full	2008/06/27	WS190		na	na	na		
GCF_000002985.2	PRJNA158			na	6239	6239	Caenorhabditis elegans	strain=Bristol N2		suppressed	Complete Genome	Major	Full	2008/11/13	WS195		na	na	na		
GCF_000002985.4	PRJNA158			na	6239	6239	Caenorhabditis elegans	strain=Bristol N2		replaced	Complete Genome	Major	Full	2008/11/13	WS195		na	na	na		
GCF_000002985.5	PRJNA158			na	6239	6239	Caenorhabditis elegans			replaced	Complete Genome	Major	Full	2012/04/13	WBcel215	C. elegans Sequencing Consortium	GCA_000002985.2	different	na		
GCF_000002995.1	PRJNA27801			na	6279	6279	Brugia malayi	strain=TRS		suppressed	Chromosome	Major	Full	2008/03/20	ASM299v1		GCA_000002995.1	identical	na		
GCF_000002995.2	PRJNA27801	SAMN02953652	AAQA00000000.1	na	6279	6279	Brugia malayi			replaced	Scaffold	Major	Full	2008/03/04	ASM299v2	TIGR	GCA_000002995.2	identical	na		
GCF_000003025.2	PRJNA28993			na	9823	9823	Sus scrofa			replaced	Chromosome	Major	Partial	2008/07/11	Sscrofa5		na	na	na	partial	
GCF_000003025.3	PRJNA28993			na	9823	9823	Sus scrofa			replaced	Chromosome	Major	Full	2010/02/23	Sscrofa9.2	The Swine Genome Sequencing Consortium (SGSC)	GCA_000003025.2	identical	na		
GCF_000003025.4	PRJNA28993	SAMN02953785	AEMK00000000.1	na	9823	9823	Sus scrofa	breed=Duroc	TJ Tabasco	replaced	Chromosome	Major	Full	2011/05/19	Sscrofa10	The Swine Genome Sequencing Consortium (SGSC)	GCA_000003025.3	different	na		
GCF_000003025.5	PRJNA28993	SAMN02953785	AEMK00000000.1	na	9823	9823	Sus scrofa	breed=Duroc	TJ Tabasco	replaced	Chromosome	Major	Full	2011/09/07	Sscrofa10.2	The Swine Genome Sequencing Consortium (SGSC)	GCA_000003025.4	different	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/003/025/GCF_000003025.5_Sscrofa10.2		
GCF_000003055.3	PRJNA33843	SAMN02898106	DAAA00000000.2	na	9913	9913	Bos taurus	breed=Hereford		suppressed	Chromosome	Major	Full	2009/12/01	Bos_taurus_UMD_3.1	Center for Bioinformatics and Computational Biology, University of Maryland	GCA_000003055.3	identical	na		
GCF_000003055.4	PRJNA33843	SAMN02898106	DAAA00000000.2	na	9913	9913	Bos taurus	breed=Hereford		suppressed	Chromosome	Minor	Full	2009/12/01	Bos_taurus_UMD_3.1	Center for Bioinformatics and Computational Biology, University of Maryland	GCA_000003055.3	different	na		
GCF_000003055.5	PRJNA33843	SAMN02898106	DAAA00000000.2	na	9913	9913	Bos taurus	breed=Hereford		suppressed	Chromosome	Minor	Full	2009/12/01	Bos_taurus_UMD_3.1.1	Center for Bioinformatics and Computational Biology, University of Maryland	GCA_000003055.4	different	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/003/055/GCF_000003055.5_Bos_taurus_UMD_3.1.1		
GCF_000003055.6	PRJNA33843	SAMN02898106	DAAA00000000.2	na	9913	9913	Bos taurus	breed=Hereford		suppressed	Chromosome	Minor	Full	2014/11/25	Bos_taurus_UMD_3.1.1	Center for Bioinformatics and Computational Biology, University of Maryland	GCA_000003055.5	different	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/003/055/GCF_000003055.6_Bos_taurus_UMD_3.1.1		
GCF_000003075.1	PRJNA14004	SAMEA3138178	CAAJ00000000.1	na	31271	5825	Plasmodium chabaudi chabaudi			suppressed	Scaffold	Major	Full	2004/12/09	ASM307v1	Sanger Institute	GCA_000003075.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/003/075/GCF_000003075.1_ASM307v1		
GCF_000003085.1	PRJNA15589	SAMN02952904	AABL00000000.1	na	352914	5861	Plasmodium yoelii yoelii 17XNL		17XNL	suppressed	Scaffold	Major	Full	2002/10/03	ASM308v1		na	na	na		
GCF_000003085.2	PRJNA15589	SAMN02952904	AABL00000000.1	na	352914	5861	Plasmodium yoelii yoelii 17XNL		17XNL	suppressed	Contig	Major	Full	2002/10/03	ASM308v2	TIGR	GCA_000003085.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/003/085/GCF_000003085.2_ASM308v2		
GCF_000003195.1	PRJNA38691	SAMN02953738	ABXC00000000.1	na	4558	4558	Sorghum bicolor	cultivar=BTx623		replaced	Chromosome	Major	Full	2009/06/11	Sorbi1	Sorghum Consortium	GCA_000003195.1	identical	na		
GCF_000003195.2	PRJNA38691	SAMN02953738	ABXC00000000.1	na	4558	4558	Sorghum bicolor	cultivar=BTx623		replaced	Chromosome	Major	Full	2009/06/11	Sorbi1	Sorghum Consortium	GCA_000003195.1	different	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/003/195/GCF_000003195.2_Sorbi1		
GCF_000003205.1	PRJNA13366	SAMN02898106	AAFC00000000.3	na	9913	9913	Bos taurus	breed=Hereford		suppressed	Chromosome	Major	Full	2006/08/11	Btau_3.1		na	na	na		
GCF_000003205.2	PRJNA13366	SAMN02898106	AAFC00000000.3	na	9913	9913	Bos taurus	breed=Hereford		suppressed	Chromosome	Major	Full	2006/08/11	Btau_4.0		na	na	na		
GCF_000003205.3	PRJNA13366	SAMN02898106	AAFC00000000.3	na	9913	9913	Bos taurus	breed=Hereford		suppressed	Chromosome	Major	Full	2011/05/12	Btau_4.2	Cattle Genome Sequencing International Consortium	GCA_000003205.1	identical	na		
GCF_000003205.4	PRJNA13366	SAMN02898106	AAFC00000000.3	na	9913	9913	Bos taurus	breed=Hereford		suppressed	Chromosome	Major	Full	2011/05/12	Btau_4.2	Cattle Genome Sequencing International Consortium	GCA_000003205.2	different	na		
GCF_000003205.5	PRJNA13366	SAMN02898106	AAFC00000000.3	na	9913	9913	Bos taurus	breed=Hereford		suppressed	Chromosome	Major	Full	2011/11/02	Btau_4.6.1	Cattle Genome Sequencing International Consortium	GCA_000003205.4	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/003/205/GCF_000003205.5_Btau_4.6.1		
GCF_000003205.7	PRJNA13366	SAMN02898106	AAFC00000000.5	na	9913	9913	Bos taurus	breed=Hereford		suppressed	Chromosome	Major	Full	2015/11/19	Btau_5.0.1	Cattle Genome Sequencing International Consortium	GCA_000003205.6	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/003/205/GCF_000003205.7_Btau_5.0.1		
GCF_000003225.1	PRJNA16308	SAMEA3138180		na	5874	5874	Theileria annulata	strain=Ankara isolate clone C9		replaced	Chromosome	Major	Full	2005/07/29	ASM322v1	The Sanger Institute	GCA_000003225.1	different	na		
GCF_000003225.2	PRJNA16308	SAMEA3138180		na	5874	5874	Theileria annulata	strain=Ankara isolate clone C9		replaced	Chromosome	Major	Full	2005/07/29	ASM322v1	The Sanger Institute	GCA_000003225.1	different	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/003/225/GCF_000003225.2_ASM322v1		
GCF_000003605.1	PRJNA42857	SAMN00102747	ACQM00000000.1	na	10224	10224	Saccoglossus kowalevskii			replaced	Scaffold	Major	Full	2009/09/09	Skow_1.1	Baylor College of Medicine	GCA_000003605.1	different	na		
GCF_000003625.2	PRJNA42933	SAMN02953624	AAGW00000000.2	na	9986	9986	Oryctolagus cuniculus	breed=Thorbecke inbred		replaced	Chromosome	Major	Full	2009/10/20	OryCun2.0	The Broad Institute of MIT and Harvard	GCA_000003625.1	different	na		
GCF_000003745.1	PRJNA33471		CAAP00000000.2	na	29760	29760	Vitis vinifera	cultivar=PN40024		replaced	Chromosome	Major	Full	2007/09/19	8x_WGS	International Grape Genome Program	GCA_000003745.1	identical	na		
GCF_000003745.2	PRJNA33471	SAMEA2272750	CAAP00000000.3	na	29760	29760	Vitis vinifera	cultivar=PN40024		replaced	Chromosome	Major	Full	2009/12/07	12X	International Grape Genome Program	GCA_000003745.2	different	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/003/745/GCF_000003745.2_12X		
GCF_000003855.1	PRJNA41099	SAMN02953742	ACBU00000000.1	na	559298	1681229	Blastomyces gilchristii SLH14081	strain=SLH14081		suppressed	Scaffold	Major	Full	2009/02/24	ASM385v1	Broad Institute	GCA_000003855.1	identical	na		
GCF_000004015.1	PRJNA19731	SAMN02953616		na	7159	7159	Aedes aegypti			suppressed	Scaffold	Major	Full	2006/06/13	AaegL1	TIGR	GCA_000004015.1	different	na		
GCF_000004015.2	PRJNA19731	SAMN02953616	AAGE00000000.2	na	7159	7159	Aedes aegypti	strain=Liverpool		suppressed	Scaffold	Major	Full	2009/02/09	AaegL1	TIGR	GCA_000004015.1	different	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/004/015/GCF_000004015.2_AaegL1		
GCF_000004015.3	PRJNA19731	SAMN02953616	AAGE00000000.2	na	7159	7159	Aedes aegypti	strain=Liverpool		suppressed	Scaffold	Major	Full	2013/12/09	AaegL2	VectorBase	GCA_000004015.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/004/015/GCF_000004015.3_AaegL2		
GCF_000004015.4	PRJNA19731	SAMN02953616	AAGE00000000.2	na	7159	7159	Aedes aegypti	strain=Liverpool		suppressed	Scaffold	Minor	Full	2014/04/30	AaegL3	VectorBase	GCA_000004015.3	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/004/015/GCF_000004015.4_AaegL3		
GCF_000004075.1	PRJNA182750	SAMN02953750	ACHR00000000.1	na	3659	3659	Cucumis sativus	cultivar=9930		replaced	Scaffold	Major	Full	2011/03/07	CucSat_1.0	The Cucumber Genome Initiative	GCA_000004075.1	different	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/004/075/GCF_000004075.1_CucSat_1.0		
GCF_000004075.2	PRJNA182750	SAMN02953750	ACHR00000000.2	na	3659	3659	Cucumis sativus	cultivar=9930		replaced	Chromosome	Major	Full	2014/10/27	ASM407v2	The Cucumber Genome Initiative	GCA_000004075.2	different	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/004/075/GCF_000004075.2_ASM407v2		
GCF_000004195.1	PRJNA43581		AAMC00000000.1	na	8364	8364	Xenopus tropicalis			replaced	Scaffold	Major	Full	2009/12/01	v4.2	DOE Joint Genome Institute	GCA_000004195.1	identical	na		
GCF_000004195.2	PRJNA205740	SAMN00000117	AAMC00000000.2	na	8364	8364	Xenopus tropicalis	strain=Nigerian		replaced	Scaffold	Major	Full	2012/12/19	Xtropicalis_v7	DOE Joint Genome Institute	GCA_000004195.2	different	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/004/195/GCF_000004195.2_Xtropicalis_v7		
GCF_000004195.3	PRJNA205740	SAMN00000117	AAMC00000000.3	na	8364	8364	Xenopus tropicalis	strain=Nigerian		replaced	Chromosome	Major	Full	2016/07/13	Xenopus_tropicalis_v9.1	DOE Joint Genome Institute	GCA_000004195.3	different	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/004/195/GCF_000004195.3_Xenopus_tropicalis_v9.1		
GCF_000004255.1	PRJNA49545	SAMN02981250	ADBK00000000.1	na	81972	59689	Arabidopsis lyrata subsp. lyrata			replaced	Scaffold	Major	Full	2010/06/02	v.1.0	US DOE Joint Genome Institute (JGI-PGF)	GCA_000004255.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/004/255/GCF_000004255.1_v.1.0		
GCF_000004335.1	PRJNA48353	SAMN00008160	ACTA00000000.1	na	9646	9646	Ailuropoda melanoleuca			replaced	Scaffold	Major	Full	2009/12/15	AilMel_1.0	Beijing Genomics Institute, Shenzhen	GCA_000004335.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/004/335/GCF_000004335.1_AilMel_1.0		
GCF_000004515.1	PRJNA48389	SAMN00002965	ACUP00000000.1	na	3847	3847	Glycine max	cultivar=Williams 82		replaced	Chromosome	Major	Full	2010/01/11	V1.0	US DOE Joint Genome Institute (JGI-PGF)	GCA_000004515.1	different	na		
GCF_000004515.2	PRJNA48389	SAMN00002965	ACUP00000000.1	na	3847	3847	Glycine max	cultivar=Williams 82		replaced	Chromosome	Major	Full	2012/09/07	V1.0	US DOE Joint Genome Institute (JGI-PGF)	GCA_000004515.1	different	na		
GCF_000004515.3	PRJNA48389	SAMN00002965	ACUP00000000.1	na	3847	3847	Glycine max	cultivar=Williams 82		replaced	Chromosome	Major	Full	2012/09/07	V1.1	US DOE Joint Genome Institute (JGI-PGF)	GCA_000004515.2	different	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/004/515/GCF_000004515.3_V1.1		
GCF_000004515.4	PRJNA48389	SAMN00002965	ACUP00000000.2	na	3847	3847	Glycine max	cultivar=Williams 82		replaced	Chromosome	Major	Full	2015/11/04	Glycine_max_v2.0	US DOE Joint Genome Institute (JGI-PGF)	GCA_000004515.3	different	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/004/515/GCF_000004515.4_Glycine_max_v2.0		
GCF_000004615.4	PRJNA164			na	7227	7227	Drosophila melanogaster			suppressed	Chromosome	Major	Full	2004/11/04	Release 4		GCA_000004615.4	identical	na		
GCF_000005005.1	PRJNA249074			na	4577	4577	Zea mays			replaced	Chromosome	Major	Full	2013/10/24	B73 RefGen_v3	Maize Genome Sequencing Project	GCA_000005005.5	different	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/005/005/GCF_000005005.1_B73_RefGen_v3		
GCF_000005135.1	PRJNA29981	SAMN02953649	AAPQ00000000.1	na	7220	7220	Drosophila erecta	strain=TSC#14021-0224.01		suppressed	Scaffold	Major	Full	2006/07/12	dere_caf1	Agencourt Bioscience Corporation	GCA_000005135.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/005/135/GCF_000005135.1_dere_caf1		
GCF_000005155.1	PRJNA29983	SAMN02953650	AAPT00000000.1	na	7222	7222	Drosophila grimshawi	strain=TSC#15287-2541.00		suppressed	Scaffold	Major	Full	2006/04/11	ASM515v1		na	na	na		
GCF_000005175.1	PRJNA29977	SAMN02953651	AAPU00000000.1	na	7230	7230	Drosophila mojavensis	strain=TSC#15081-1352.22		suppressed	Scaffold	Major	Full	2006/04/11	ASM517v1		na	na	na		
GCF_000005195.1	PRJNA29989	SAMN02953632	AAIZ00000000.1	na	7234	7234	Drosophila persimilis	strain=MSH-3		suppressed	Scaffold	Major	Full	2005/09/28	ASM519v1		na	na	na		
GCF_000005195.2	PRJNA29989	SAMN02953632	AAIZ00000000.1	na	7234	7234	Drosophila persimilis	strain=MSH-3		suppressed	Scaffold	Major	Full	2006/04/18	dper_caf1	Broad Institute	GCA_000005195.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/005/195/GCF_000005195.2_dper_caf1		
GCF_000005215.1	PRJNA29991	SAMN02953639	AAKO00000000.1	na	7238	7238	Drosophila sechellia	strain=Rob3c		suppressed	Scaffold	Major	Full	2005/09/28	ASM521v1		na	na	na		
GCF_000005215.2	PRJNA29991	SAMN02953639	AAKO00000000.1	na	7238	7238	Drosophila sechellia	strain=Rob3c		replaced	Scaffold	Major	Full	2006/04/18	dsec_caf1	Broad Institute	GCA_000005215.1	identical	na		
GCF_000005395.1	PRJNA15588	SAMEA3138182	CAAI00000000.1	na	5823	5821	Plasmodium berghei ANKA			suppressed	Scaffold	Major	Full	2004/12/09	ASM539v1	Sanger Institute	GCA_000005395.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/005/395/GCF_000005395.1_ASM539v1		
GCF_000005425.1	PRJNA122			na	39947	4530	Oryza sativa Japonica Group	cultivar=Nipponbare		suppressed	Complete Genome	Major	Full	2008/07/10	IRGSP_3.0	International Rice Genome Sequencing Project	GCA_000005425.1	different	na		
GCF_000005425.2	PRJNA122			na	39947	4530	Oryza sativa Japonica Group	cultivar=Nipponbare		suppressed	Chromosome	Major	Full	2009/08/07	Build 4.0	International Rice Genome Sequencing Project	GCA_000005425.2	different	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/005/425/GCF_000005425.2_Build_4.0		
GCF_000005505.1	PRJNA74771	SAMN02981254	ADDN00000000.1	na	15368	15368	Brachypodium distachyon	strain=Bd21		replaced	Chromosome	Major	Full	2010/02/18	v1.0	US DOE Joint Genome Institute and The International Brachypodium Initiative	GCA_000005505.1	different	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/005/505/GCF_000005505.1_v1.0		
GCF_000005505.2	PRJNA74771	SAMN02981254	ADDN00000000.2	na	15368	15368	Brachypodium distachyon	strain=Bd21		replaced	Chromosome	Major	Full	2015/10/29	Brachypodium_distachyon_v2.0	JGI-PGF	GCA_000005505.2	different	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/005/505/GCF_000005505.2_Brachypodium_distachyon_v2.0		
GCF_000005575.1	PRJNA163	SAMN02952903	AAAB00000000.1	na	180454	7165	Anopheles gambiae str. PEST	strain=PEST		replaced	Chromosome	Major	Full	2002/03/22	ASM557v1	The International Consortium for the Sequencing of Anopheles Genome	na	na	na		
GCF_000005825.1	PRJNA45847	SAMN02603086		na	398511	79885	Bacillus pseudofirmus OF4	strain=OF4		replaced	Complete Genome	Major	Full	2010/02/05	ASM582v1	Center for Genomic Sciences, Allegheny-Singer Research Institute	GCA_000005825.1	identical	na		
GCF_000005845.1	PRJNA57779	SAMN02604091		na	511145	562	Escherichia coli str. K-12 substr. MG1655	strain=K-12 substr. MG1655		replaced	Complete Genome	Major	Full	2004/06/21	ASM584v1	Univ. Wisconsin	GCA_000005845.1	identical	na		
GCF_000005975.1	PRJNA29999	SAMN02952910	AAEU00000000.2	na	7245	7245	Drosophila yakuba	strain=Tai18E2		replaced	Chromosome	Major	Full	2006/06/27	dyak_caf1	FlyBase	GCA_000005975.1	identical	na		
GCF_000006155.1	PRJNA54101	SAMN02435829	AAAC00000000.1	na	191218	1392	Bacillus anthracis str. A2012	strain=A2012		suppressed	Chromosome	Major	Full	2002/05/09	ASM615v1	J. Craig Venter Institute	GCA_000006155.1	identical	na	many frameshifted proteins	
GCF_000006155.2	PRJNA54101	SAMN02435829	AAAC00000000.1	na	191218	1392	Bacillus anthracis str. A2012	strain=A2012		suppressed	Chromosome	Major	Full	2002/05/09	ASM615v2	J. Craig Venter Institute	GCA_000006155.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/006/155/GCF_000006155.2_ASM615v2		
GCF_000006255.1	PRJNA38699	SAMN00113321	ABWF00000000.1	na	561896	104341	Postia placenta Mad-698-R	strain=Mad-698-R		suppressed	Scaffold	Major	Full	2009/01/14	Postia placenta V1.0	DOE Joint Genome Institute	GCA_000006255.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/006/255/GCF_000006255.1_Postia_placenta_V1.0		
GCF_000006275.1	PRJNA38227	SAMN02953629	AAIH00000000.2	na	332952	5059	Aspergillus flavus NRRL3357	strain=NRRL3357		replaced	Scaffold	Major	Full	2009/01/14	JCVI-afl1-v2.0	J. Craig Venter Institute	GCA_000006275.1	identical	na		
GCF_000006335.1	PRJNA39569	SAMN02953608	AAFN00000000.2	na	294747	5482	Candida tropicalis MYA-3404	strain=MYA-3404		suppressed	Chromosome	Major	Full	2009/06/18	ASM633v1	Broad Institute	GCA_000006335.1	identical	na		
GCF_000006335.2	PRJNA39569	SAMN02953608	AAFN00000000.2	na	294747	5482	Candida tropicalis MYA-3404	strain=MYA-3404		replaced	Scaffold	Major	Full	2009/06/18	ASM633v2	Broad Institute	GCA_000006335.3	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/006/335/GCF_000006335.2_ASM633v2		
GCF_000006445.1	PRJNA12410	SAMEA3138183		na	284592	4959	Debaryomyces hansenii CBS767	strain=CBS767		suppressed	Chromosome	Major	Full	2008/09/16	ASM644v1	Genolevures Consortium	GCA_000006445.1	identical	na		
GCF_000006565.1	PRJNA32719		ABPA00000000.1	na	508771	5811	Toxoplasma gondii ME49	strain=ME49		replaced	Scaffold	Major	Full	2008/06/05	JCVI-tgg-v1.0	J. Craig Venter Institute	GCA_000006565.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/006/565/GCF_000006565.1_JCVI_tgg_v1.0		
GCF_000006785.1	PRJNA57845	SAMN02604089		na	160490	1314	Streptococcus pyogenes M1 GAS	strain=SF370		replaced	Complete Genome	Major	Full	2001/06/04	ASM678v1	Univ. Oklahoma	GCA_000006785.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/006/785/GCF_000006785.1_ASM678v1		
GCF_000006925.1	PRJNA62907	SAMN02603599		na	198214	623	Shigella flexneri 2a str. 301	strain=301		replaced	Complete Genome	Major	Full	2002/10/17	ASM692v1	Microbial Genome Center of ChMPH	GCA_000006925.1	identical	na		
